Train Name,Train Number,Year,Month,Food Item,Region,Quantity Sold,Total Sale
Rajdhani Express,12001,2023,8,Jhalmuri,Kochi,67,8495.45
Jan Shatabdi Express,12917,2021,10,Samosa,Bhopal,44,2705.77
Rajdhani Express,12595,2022,10,Samosa,Bhubaneswar,55,4310.6
Jan Shatabdi Express,12301,2023,6,Falooda,Mumbai,93,8288.05
Humsafar Express,12909,2022,3,Lemonade,Chennai,75,3299.88
Humsafar Express,82355,2021,11,Bhajji,Bangalore,53,8552.27
Duronto Express,12201,2023,9,Thukpa,Kolkata,35,3661.35
Sampark Kranti,12917,2022,10,Thukpa,Bhopal,51,3664.04
Humsafar Express,22439,2023,8,Lemonade,Pune,86,3140.76
Rajdhani Express,12301,2022,9,Ice Cream,Mumbai,39,5430.83
Humsafar Express,12201,2022,5,Jhalmuri,Bangalore,41,1408.47
Duronto Express,12051,2021,3,Soup,Raipur,45,518.41
Garib Rath,82355,2021,4,Momo,Bangalore,28,8804.38
Rajdhani Express,22119,2022,12,Chai,Bhopal,31,9107.84
Duronto Express,22439,2023,5,Juice,Kochi,74,899.28
Suvidha Express,12909,2023,9,Tea,Kolkata,66,5457.35
Suvidha Express,82355,2021,9,Vada Pav,Nagpur,20,5360.94
Tejas Express,12595,2022,3,Bhajji,Bangalore,35,3751.02
Jan Shatabdi Express,12001,2021,7,Samosa,Chandigarh,57,5642.23
Sampark Kranti,12595,2022,6,Falooda,Nagpur,28,4575.84
Vande Bharat Express,12595,2022,4,Soup,Bhubaneswar,92,4879.2
Shatabdi Express,12051,2021,5,Bhajji,Guwahati,21,7436.79
Duronto Express,12917,2023,10,Aam Panna,Raipur,76,5228.86
Garib Rath,22119,2021,2,Kachori,Shimla,65,3281.54
Shatabdi Express,22439,2022,11,Falooda,Raipur,27,5763.05
Garib Rath,12917,2021,7,Thukpa,Bhopal,14,6333.84
Shatabdi Express,82355,2023,4,Shikanji,Bangalore,33,6541.34
Duronto Express,12595,2023,2,Thukpa,Chandigarh,87,6117.76
Vande Bharat Express,12051,2022,11,Lassi,Guwahati,47,6563.4
Shatabdi Express,82355,2021,6,Samosa,Raipur,76,3150.96
Duronto Express,12001,2023,11,Lemonade,Pune,79,4460.47
Humsafar Express,22119,2021,12,Falooda,Nagpur,85,6602.9
Vande Bharat Express,22439,2023,2,Momo,Shimla,61,7427.47
Rajdhani Express,12001,2022,10,Bhajji,Bhubaneswar,84,4345.08
Garib Rath,12051,2022,2,Chai,Mumbai,48,3682.69
Suvidha Express,22119,2021,7,Jhalmuri,Chennai,68,7057.01
Jan Shatabdi Express,82355,2022,1,Kachori,Nagpur,35,2304.67
Suvidha Express,12595,2023,7,Shikanji,Raipur,74,257.45
Vande Bharat Express,12595,2022,10,Bhutta,Chennai,89,4701.42
Rajdhani Express,12301,2023,5,Coffee,Chandigarh,57,1834.93
Garib Rath,12595,2023,1,Thukpa,Bangalore,62,3807.35
Rajdhani Express,12201,2022,6,Coconut Water,Chennai,18,2969.44
Shatabdi Express,12595,2023,7,Thukpa,Bhubaneswar,14,7647.83
Garib Rath,12201,2023,1,Lassi,Raipur,81,3356.15
Shatabdi Express,12909,2021,9,Falooda,Bhopal,70,6333.08
Duronto Express,12201,2021,7,Hot Chocolate,Chandigarh,30,6653.01
Vande Bharat Express,22119,2021,1,Pakora,Amritsar,72,4559.81
Duronto Express,12001,2022,3,Chilled Water,Bhubaneswar,29,946.52
Tejas Express,22119,2021,5,Sugarcane Juice,Pune,67,6907.64
Rajdhani Express,12001,2023,4,Hot Chocolate,Bangalore,54,889.63
Shatabdi Express,12301,2022,2,Vada Pav,Amritsar,31,1121.08
Humsafar Express,12909,2022,1,Lassi,Chandigarh,86,2052.71
Duronto Express,12001,2022,4,Chai,Nagpur,84,2864.92
Tejas Express,12001,2022,7,Juice,Chandigarh,91,8313.84
Sampark Kranti,12051,2023,11,Vada Pav,Amritsar,72,6662.73
Suvidha Express,12917,2023,4,Aam Panna,Raipur,39,3893.31
Garib Rath,12917,2021,9,Coconut Water,Nagpur,72,9586.13
Tejas Express,12051,2022,8,Hot Chocolate,Bhubaneswar,53,2510.94
Vande Bharat Express,12595,2021,8,Vada Pav,Bhopal,76,6036.02
Duronto Express,12051,2023,5,Bhajji,Kolkata,67,8321.18
Vande Bharat Express,12001,2022,12,Jalebi,Shimla,74,7886.17
Suvidha Express,12001,2023,1,Vada Pav,Raipur,45,1035.36
Humsafar Express,12051,2021,9,Hot Chocolate,Bhopal,15,6877.89
Rajdhani Express,12051,2023,2,Pakora,Guwahati,46,2648.22
Rajdhani Express,12595,2022,6,Kachori,Pune,84,3590.29
Vande Bharat Express,22119,2022,10,Coconut Water,Nagpur,64,4873.01
Shatabdi Express,12909,2021,5,Tea,Amritsar,86,7777.67
Humsafar Express,82355,2022,10,Lemonade,Bangalore,84,1765.9
Rajdhani Express,12001,2023,8,Tea,Ahmedabad,68,1211.01
Humsafar Express,12909,2023,11,Pakora,Kolkata,47,1643.07
Tejas Express,12051,2023,3,Jalebi,Bhopal,34,2266.65
Humsafar Express,12595,2023,6,Chilled Water,Ahmedabad,88,738.83
Jan Shatabdi Express,12201,2021,6,Pakora,Mumbai,86,9082.98
Suvidha Express,12595,2023,10,Shikanji,Shimla,42,3237.51
Rajdhani Express,22439,2021,3,Coffee,Pune,22,1869.61
Humsafar Express,22439,2023,12,Shikanji,Ahmedabad,47,6305.73
Vande Bharat Express,12909,2021,12,Shikanji,Guwahati,67,7741.53
Sampark Kranti,12917,2023,12,Lassi,Shimla,97,7416.55
Jan Shatabdi Express,22439,2023,7,Soup,Guwahati,29,7084.2
Jan Shatabdi Express,22439,2021,11,Falooda,Bhopal,26,652.47
Shatabdi Express,22119,2022,4,Vada Pav,Ahmedabad,33,7694.98
Humsafar Express,12201,2022,5,Samosa,Amritsar,35,4997.05
Shatabdi Express,22119,2022,9,Vada Pav,Chennai,49,6414.04
Shatabdi Express,12201,2021,6,Thukpa,Bangalore,41,9372.41
Sampark Kranti,12301,2022,10,Shikanji,Mumbai,87,7969.44
Tejas Express,82355,2022,4,Ice Cream,Nagpur,46,8110.93
Humsafar Express,12001,2021,8,Tea,Kochi,95,1912.84
Duronto Express,22439,2022,9,Aam Panna,Chennai,100,4751.97
Rajdhani Express,12001,2022,10,Lassi,Amritsar,95,9304.08
Shatabdi Express,22439,2022,5,Falooda,Mumbai,69,5774.88
Suvidha Express,22119,2021,2,Jalebi,Amritsar,66,1153.55
Garib Rath,82355,2021,6,Coffee,Raipur,67,7210.42
Suvidha Express,22119,2022,11,Shikanji,Mumbai,76,579.28
Sampark Kranti,22119,2022,12,Chai,Kochi,31,7311.27
Sampark Kranti,12201,2021,8,Bhajji,Guwahati,67,8634.58
Vande Bharat Express,12917,2022,5,Lassi,Amritsar,94,4259.44
Tejas Express,12595,2021,1,Aam Panna,Mumbai,89,4147.43
Rajdhani Express,12909,2022,8,Shikanji,Chennai,82,3094.35
Shatabdi Express,12001,2021,9,Coconut Water,Bhopal,86,8607.3
Suvidha Express,12301,2023,1,Falooda,Shimla,83,5438.93
Garib Rath,22439,2023,8,Coconut Water,Amritsar,58,5741.91
Sampark Kranti,22119,2021,10,Coconut Water,Chandigarh,94,6535.53
Sampark Kranti,12917,2023,12,Tea,Chandigarh,58,3056.04
Tejas Express,22119,2022,2,Lemonade,Chandigarh,51,4331.99
Garib Rath,82355,2021,4,Lemonade,Raipur,49,7304.61
Garib Rath,12201,2021,2,Aam Panna,Chennai,80,9652.16
Tejas Express,12301,2022,2,Thukpa,Amritsar,55,496.3
Sampark Kranti,12595,2022,10,Coffee,Bangalore,31,576.61
Rajdhani Express,82355,2021,3,Momo,Bhubaneswar,91,4286.71
Humsafar Express,12051,2022,8,Lemonade,Pune,30,6515.45
Humsafar Express,12301,2021,4,Shikanji,Amritsar,60,3885.14
Tejas Express,22119,2022,7,Chilled Water,Nagpur,23,9788.38
Garib Rath,82355,2021,12,Kachori,Kochi,83,2046.57
Shatabdi Express,12595,2022,10,Hot Chocolate,Bhubaneswar,18,242.37
Tejas Express,12917,2022,3,Chilled Water,Kolkata,27,1996.22
Rajdhani Express,12917,2023,10,Jhalmuri,Guwahati,22,8702.63
Tejas Express,12001,2023,12,Sugarcane Juice,Pune,26,1563.25
Jan Shatabdi Express,12595,2023,11,Sugarcane Juice,Chandigarh,96,4776.59
Suvidha Express,12917,2022,3,Bhutta,Bhubaneswar,34,4201.94
Garib Rath,82355,2021,2,Coffee,Ahmedabad,63,6574.21
Vande Bharat Express,12001,2022,12,Falooda,Bhubaneswar,25,691.61
Vande Bharat Express,12917,2023,6,Kachori,Guwahati,33,6507.06
Garib Rath,12301,2022,6,Aam Panna,Chennai,84,3580.84
Rajdhani Express,12201,2023,1,Juice,Amritsar,32,9079.93
Jan Shatabdi Express,12051,2023,7,Kachori,Raipur,50,8337.28
Jan Shatabdi Express,12595,2021,12,Chai,Amritsar,95,4011.64
Sampark Kranti,82355,2021,4,Lemonade,Bangalore,42,9723.44
Suvidha Express,22439,2023,11,Chai,Bangalore,51,666.08
Humsafar Express,22119,2023,12,Sugarcane Juice,Shimla,57,7757.28
Duronto Express,82355,2022,3,Bhutta,Chandigarh,27,4342.09
Rajdhani Express,12917,2023,8,Hot Chocolate,Shimla,72,4336.98
Duronto Express,82355,2022,2,Bhutta,Ahmedabad,87,1803.75
Duronto Express,22439,2023,9,Chilled Water,Kolkata,20,5122.2
Garib Rath,22119,2021,8,Aam Panna,Chandigarh,33,981.56
Vande Bharat Express,12001,2021,8,Samosa,Bhubaneswar,70,6101.12
Vande Bharat Express,12917,2023,3,Hot Chocolate,Kochi,73,2491.58
Humsafar Express,12909,2022,4,Kachori,Amritsar,45,7143.4
Garib Rath,12917,2022,2,Chai,Guwahati,92,6012.41
Duronto Express,12051,2022,2,Kachori,Shimla,86,7350.81
Shatabdi Express,12909,2023,4,Chilled Water,Bhopal,62,7382.93
Vande Bharat Express,12051,2023,6,Ice Cream,Guwahati,92,2059.56
Rajdhani Express,22439,2021,5,Thukpa,Raipur,56,172.57
Rajdhani Express,12595,2021,1,Falooda,Raipur,61,3686.82
Sampark Kranti,22119,2023,10,Tea,Ahmedabad,88,9012.84
Tejas Express,12201,2021,1,Coffee,Shimla,66,5728.81
Shatabdi Express,12001,2022,6,Thukpa,Chandigarh,84,7168.85
Vande Bharat Express,12201,2022,3,Falooda,Kochi,32,8632.63
Jan Shatabdi Express,12301,2023,3,Coconut Water,Ahmedabad,68,8887.6
Vande Bharat Express,12301,2022,7,Aam Panna,Nagpur,78,5258.36
Sampark Kranti,22439,2023,1,Juice,Bhubaneswar,65,5373.07
Rajdhani Express,12595,2022,1,Sugarcane Juice,Ahmedabad,95,8357.03
Duronto Express,12301,2023,10,Coffee,Chennai,51,7938.76
Jan Shatabdi Express,12917,2022,3,Tea,Raipur,27,6893.14
Garib Rath,82355,2022,8,Sugarcane Juice,Ahmedabad,80,5984.52
Suvidha Express,12051,2021,1,Soup,Shimla,42,6107.26
Duronto Express,12301,2021,10,Pakora,Raipur,12,3659.38
Suvidha Express,22439,2021,4,Coffee,Kolkata,37,8260.57
Shatabdi Express,12051,2021,9,Bhajji,Chandigarh,10,6112.69
Tejas Express,12917,2021,4,Coffee,Chennai,72,2317.71
Jan Shatabdi Express,12595,2021,10,Thukpa,Ahmedabad,56,2474.76
Humsafar Express,22119,2023,8,Tea,Chennai,46,8459.68
Jan Shatabdi Express,12201,2023,7,Lassi,Kochi,95,6189
Vande Bharat Express,12917,2021,3,Bhajji,Bhopal,57,4003.92
Rajdhani Express,12001,2023,7,Falooda,Chennai,28,1967.07
Vande Bharat Express,12909,2021,7,Jhalmuri,Guwahati,23,6039.88
Vande Bharat Express,22439,2023,10,Chilled Water,Nagpur,76,1940.21
Shatabdi Express,12201,2022,3,Jalebi,Amritsar,92,4691.8
Duronto Express,12001,2023,2,Chai,Bangalore,94,6687.65
Humsafar Express,22119,2023,9,Ice Cream,Nagpur,74,5608.64
Humsafar Express,12001,2023,1,Bhajji,Pune,35,9042.01
Vande Bharat Express,12595,2022,7,Lemonade,Ahmedabad,19,548.43
Suvidha Express,12909,2021,4,Bhutta,Amritsar,86,2859.32
Shatabdi Express,12051,2023,2,Sugarcane Juice,Bhopal,79,715.58
Vande Bharat Express,12201,2023,2,Falooda,Raipur,52,2039.3
Tejas Express,12909,2022,8,Shikanji,Nagpur,79,1359.52
Rajdhani Express,82355,2021,7,Chai,Bangalore,89,7218.52
Duronto Express,12917,2023,12,Thukpa,Kolkata,81,3721.61
Garib Rath,82355,2022,7,Shikanji,Bhubaneswar,68,9070.35
Tejas Express,12917,2021,5,Thukpa,Kolkata,12,391.11
Suvidha Express,12595,2021,10,Lassi,Bhopal,14,6450.98
Jan Shatabdi Express,12909,2023,8,Bhutta,Bangalore,94,9508.33
Jan Shatabdi Express,22119,2023,2,Samosa,Raipur,87,1858.66
Tejas Express,12301,2023,2,Momo,Bangalore,92,4424.84
Vande Bharat Express,12001,2023,5,Bhutta,Kochi,46,6922.32
Garib Rath,12301,2022,1,Aam Panna,Mumbai,93,6260.53
Sampark Kranti,12909,2022,6,Tea,Raipur,61,5614.53
Sampark Kranti,82355,2023,4,Samosa,Amritsar,75,3311.36
Suvidha Express,12301,2021,6,Coffee,Pune,72,7175.57
Vande Bharat Express,22439,2023,7,Tea,Chennai,16,6454.17
Humsafar Express,12301,2021,3,Aam Panna,Bhopal,62,1733.16
Humsafar Express,12917,2021,11,Lemonade,Pune,15,9446.21
Duronto Express,22439,2021,8,Sugarcane Juice,Chandigarh,16,5514.87
Garib Rath,12201,2022,7,Tea,Kochi,53,5224.06
Garib Rath,12301,2021,1,Shikanji,Kolkata,27,8331.02
Jan Shatabdi Express,22439,2021,6,Vada Pav,Amritsar,63,6330.56
Shatabdi Express,12909,2022,7,Aam Panna,Kochi,38,883
Suvidha Express,12001,2021,11,Ice Cream,Ahmedabad,92,5042.4
Sampark Kranti,12201,2021,4,Sugarcane Juice,Raipur,34,7679.93
Suvidha Express,22119,2023,2,Aam Panna,Chennai,72,6903.93
Humsafar Express,22119,2021,10,Sugarcane Juice,Amritsar,77,9510.49
Humsafar Express,12595,2021,9,Soup,Raipur,22,405.92
Tejas Express,12301,2021,7,Thukpa,Chandigarh,41,2680.52
Duronto Express,12001,2021,1,Momo,Pune,36,5452.14
Garib Rath,12051,2021,8,Pakora,Bhubaneswar,60,6129.15
Rajdhani Express,22439,2022,3,Soup,Bhopal,43,2806.97
Suvidha Express,12201,2021,4,Jhalmuri,Raipur,37,8124.69
Humsafar Express,12909,2021,12,Chilled Water,Shimla,82,1748.06
Shatabdi Express,12301,2022,5,Aam Panna,Ahmedabad,81,174.25
Jan Shatabdi Express,12909,2022,1,Lemonade,Bhubaneswar,94,9333.59
Sampark Kranti,12051,2021,6,Kachori,Mumbai,39,3935.12
Duronto Express,12595,2021,10,Samosa,Raipur,18,9382.67
Shatabdi Express,12051,2021,6,Jalebi,Raipur,22,2841.39
Duronto Express,12917,2023,2,Momo,Pune,91,776.82
Tejas Express,82355,2023,11,Jhalmuri,Chandigarh,73,7602.18
Rajdhani Express,12201,2021,10,Chilled Water,Pune,47,8211.49
Humsafar Express,82355,2022,6,Thukpa,Bangalore,31,4902.8
Jan Shatabdi Express,12051,2021,8,Jhalmuri,Shimla,40,876.95
Shatabdi Express,12595,2022,6,Coffee,Chandigarh,51,6462.63
Duronto Express,12595,2022,4,Chilled Water,Kochi,71,1919.36
Garib Rath,22119,2022,4,Bhajji,Pune,73,8342.04
Tejas Express,12301,2021,9,Samosa,Pune,83,2803.77
Garib Rath,22119,2021,6,Coffee,Guwahati,18,8325.92
Jan Shatabdi Express,12201,2022,8,Hot Chocolate,Ahmedabad,53,4275.56
Shatabdi Express,12201,2023,8,Shikanji,Kochi,72,5907.74
Tejas Express,12201,2023,7,Lassi,Bhubaneswar,49,7766.24
Shatabdi Express,12909,2023,3,Momo,Bangalore,97,555.34
Humsafar Express,22119,2022,10,Samosa,Bhubaneswar,50,8070.44
Vande Bharat Express,12909,2021,1,Jalebi,Kolkata,81,1500.68
Tejas Express,82355,2022,5,Kachori,Kochi,59,3616.14
Garib Rath,12301,2023,10,Sugarcane Juice,Chandigarh,29,4716.97
Jan Shatabdi Express,12051,2021,10,Chilled Water,Mumbai,90,8785.26
Rajdhani Express,22439,2022,2,Aam Panna,Chandigarh,79,382.09
Humsafar Express,22119,2022,12,Shikanji,Chandigarh,51,5548.84
Vande Bharat Express,22439,2023,10,Lassi,Ahmedabad,42,6350.86
Rajdhani Express,12595,2022,2,Ice Cream,Bhopal,72,3213.43
Sampark Kranti,22119,2021,7,Juice,Chennai,66,2962.24
Humsafar Express,82355,2023,11,Coffee,Chandigarh,74,4887.23
Jan Shatabdi Express,22119,2023,3,Thukpa,Chandigarh,61,1967.07
Duronto Express,12909,2021,8,Coffee,Chennai,97,4672.09
Tejas Express,12301,2023,9,Chai,Mumbai,15,7530.05
Shatabdi Express,12051,2022,8,Jalebi,Shimla,16,8303.67
Jan Shatabdi Express,12001,2022,6,Lassi,Pune,18,3873.56
Tejas Express,12051,2023,5,Bhajji,Ahmedabad,70,6108.09
Rajdhani Express,12051,2021,3,Momo,Bhubaneswar,89,166.28
Shatabdi Express,12595,2022,3,Chilled Water,Kolkata,43,5463.65
Suvidha Express,82355,2021,7,Lassi,Bangalore,44,9553.49
Garib Rath,22439,2022,5,Jhalmuri,Bhubaneswar,29,3171.87
Sampark Kranti,82355,2022,12,Jhalmuri,Bangalore,67,5891.26
Humsafar Express,12001,2023,6,Lemonade,Kochi,96,7503.65
Jan Shatabdi Express,12595,2023,6,Jhalmuri,Pune,69,6027.54
Sampark Kranti,12301,2021,9,Bhutta,Ahmedabad,63,4194.47
Duronto Express,12051,2023,1,Bhutta,Pune,44,1634.74
Tejas Express,12909,2022,8,Aam Panna,Bhubaneswar,56,4629.57
Tejas Express,12595,2022,10,Hot Chocolate,Guwahati,55,3003.61
Jan Shatabdi Express,12201,2021,5,Aam Panna,Pune,96,6864.86
Vande Bharat Express,22119,2021,6,Bhajji,Kolkata,13,4419.84
Vande Bharat Express,82355,2022,6,Sugarcane Juice,Bangalore,19,8346.84
Suvidha Express,12595,2023,1,Hot Chocolate,Guwahati,84,2026.96
Garib Rath,12201,2023,3,Sugarcane Juice,Bhopal,49,4186.96
Shatabdi Express,22439,2021,12,Bhutta,Amritsar,64,5532.5
Duronto Express,12001,2021,6,Bhutta,Guwahati,82,1379.07
Sampark Kranti,12001,2022,11,Jalebi,Pune,49,5825.17
Vande Bharat Express,12051,2022,11,Tea,Guwahati,85,2966.43
Suvidha Express,12051,2021,9,Lemonade,Kolkata,90,2375.55
Suvidha Express,12595,2022,6,Jhalmuri,Bhopal,32,1532.08
Jan Shatabdi Express,12595,2021,12,Momo,Guwahati,24,3533.97
Duronto Express,12301,2021,6,Samosa,Bhubaneswar,14,9108.26
Rajdhani Express,22119,2023,1,Sugarcane Juice,Chennai,49,464.54
Shatabdi Express,12917,2021,9,Chai,Nagpur,27,8368.75
Garib Rath,22439,2022,4,Pakora,Chandigarh,30,3990.99
Humsafar Express,12051,2023,2,Thukpa,Shimla,88,5571.93
Jan Shatabdi Express,12917,2023,1,Samosa,Mumbai,12,5102.3
Shatabdi Express,12917,2022,3,Coffee,Chandigarh,55,9077.05
Humsafar Express,22119,2022,3,Falooda,Kochi,99,7579.17
Humsafar Express,12909,2022,5,Vada Pav,Shimla,88,9645.77
Duronto Express,12909,2021,1,Momo,Guwahati,62,7813.09
Duronto Express,12051,2023,7,Shikanji,Bangalore,29,3014.24
Sampark Kranti,12201,2021,1,Bhajji,Raipur,68,9434.59
Suvidha Express,22119,2021,4,Momo,Ahmedabad,30,9633.67
Shatabdi Express,22119,2021,6,Thukpa,Shimla,99,1350.95
Jan Shatabdi Express,82355,2021,1,Bhutta,Raipur,96,8839.33
Tejas Express,12917,2023,7,Kachori,Shimla,60,6559.54
Jan Shatabdi Express,82355,2023,10,Falooda,Kochi,34,9040.99
Sampark Kranti,12917,2021,7,Sugarcane Juice,Kolkata,77,8980.78
Garib Rath,12909,2022,3,Lemonade,Ahmedabad,19,8746.24
Suvidha Express,12051,2023,4,Bhutta,Ahmedabad,95,8687.55
Tejas Express,22439,2021,6,Sugarcane Juice,Kolkata,76,1298.52
Vande Bharat Express,12909,2022,11,Juice,Chennai,92,1547.53
Garib Rath,22119,2022,7,Pakora,Bhubaneswar,18,1299.8
Duronto Express,22439,2021,4,Bhajji,Bhubaneswar,38,1042.31
Humsafar Express,12595,2023,10,Juice,Chandigarh,46,3566.73
Vande Bharat Express,22439,2022,11,Soup,Kochi,80,6749.71
Jan Shatabdi Express,22439,2023,9,Bhajji,Chandigarh,47,3580.27
Jan Shatabdi Express,12909,2023,9,Chai,Bhopal,97,7099.53
Duronto Express,22119,2022,9,Ice Cream,Bangalore,81,8061.94
Sampark Kranti,22439,2021,12,Hot Chocolate,Kochi,68,6578.92
Shatabdi Express,12909,2022,10,Thukpa,Kolkata,66,4643.08
Vande Bharat Express,12909,2022,6,Soup,Guwahati,99,3010.67
Vande Bharat Express,22439,2023,2,Bhajji,Kochi,69,1363.56
Rajdhani Express,12917,2021,2,Soup,Kochi,37,4917.86
Garib Rath,22119,2023,11,Chai,Bhubaneswar,37,7092.78
Suvidha Express,12001,2022,4,Momo,Raipur,55,5443.35
Garib Rath,22439,2021,9,Pakora,Nagpur,80,7110.91
Shatabdi Express,82355,2021,3,Coconut Water,Shimla,76,3392.83
Jan Shatabdi Express,82355,2021,6,Ice Cream,Kolkata,95,809.04
Jan Shatabdi Express,12595,2021,2,Hot Chocolate,Kolkata,64,7588.5
Jan Shatabdi Express,22119,2021,1,Soup,Bhubaneswar,47,2281.1
Rajdhani Express,12909,2022,12,Hot Chocolate,Raipur,27,6098.3
Jan Shatabdi Express,12301,2022,5,Chilled Water,Chandigarh,85,7908.03
Shatabdi Express,12051,2022,8,Lemonade,Bangalore,72,1505.12
Duronto Express,12201,2023,10,Samosa,Raipur,14,5927.06
Suvidha Express,12301,2021,10,Pakora,Kolkata,53,6801.85
Shatabdi Express,22119,2021,2,Shikanji,Mumbai,38,7352.02
Suvidha Express,22119,2022,10,Vada Pav,Kolkata,23,1587.49
Shatabdi Express,22439,2021,9,Juice,Amritsar,67,8108.47
Jan Shatabdi Express,22439,2023,12,Kachori,Pune,53,1072.33
Duronto Express,12301,2021,8,Aam Panna,Mumbai,27,5167.48
Vande Bharat Express,12909,2021,3,Pakora,Guwahati,16,4434.27
Garib Rath,12595,2023,1,Momo,Bangalore,96,2300.75
Humsafar Express,22439,2022,4,Samosa,Pune,71,3072.4
Duronto Express,12201,2022,8,Chai,Shimla,54,1748.9
Vande Bharat Express,12201,2021,3,Pakora,Chennai,25,4264.03
Sampark Kranti,12595,2023,10,Samosa,Raipur,73,507.9
Shatabdi Express,12917,2022,12,Thukpa,Shimla,46,8722.58
Sampark Kranti,12917,2022,2,Sugarcane Juice,Kochi,34,1739.77
Vande Bharat Express,22119,2022,7,Sugarcane Juice,Bangalore,18,8694.69
Duronto Express,22439,2021,4,Bhutta,Chandigarh,64,8478.69
Shatabdi Express,82355,2023,6,Coconut Water,Kochi,37,4513.83
Humsafar Express,12301,2021,5,Chilled Water,Mumbai,18,4957.08
Jan Shatabdi Express,12001,2022,2,Ice Cream,Amritsar,21,3072.23
Shatabdi Express,12595,2023,10,Shikanji,Raipur,27,9761.78
Shatabdi Express,22119,2021,2,Chai,Bhubaneswar,100,6622.79
Duronto Express,82355,2022,9,Sugarcane Juice,Ahmedabad,99,9327.98
Duronto Express,22439,2022,11,Vada Pav,Amritsar,65,4158.82
Vande Bharat Express,82355,2021,10,Tea,Bangalore,99,8665.8
Tejas Express,82355,2022,2,Soup,Bhubaneswar,83,4480.69
Shatabdi Express,12595,2022,8,Hot Chocolate,Shimla,67,8509.98
Garib Rath,22119,2023,8,Lassi,Chandigarh,90,1426.35
Shatabdi Express,12909,2022,1,Lemonade,Mumbai,60,6296.3
Vande Bharat Express,12201,2021,1,Jalebi,Chandigarh,41,6699.13
Suvidha Express,12301,2023,4,Kachori,Chandigarh,97,6482.23
Sampark Kranti,22119,2021,2,Bhutta,Chandigarh,57,4469.07
Jan Shatabdi Express,12001,2022,12,Juice,Bangalore,17,6749.31
Tejas Express,82355,2023,1,Tea,Ahmedabad,39,2471.1
Humsafar Express,12909,2023,9,Jalebi,Mumbai,35,5901.59
Humsafar Express,12595,2023,3,Soup,Chennai,33,5501.02
Humsafar Express,12051,2023,1,Ice Cream,Mumbai,36,3230.35
Duronto Express,12301,2021,2,Hot Chocolate,Kolkata,88,7663.25
Humsafar Express,12301,2022,8,Coconut Water,Amritsar,84,944.54
Jan Shatabdi Express,12201,2022,5,Chilled Water,Pune,48,1816.32
Sampark Kranti,12051,2023,11,Thukpa,Kochi,75,4701.27
Humsafar Express,22439,2022,7,Samosa,Ahmedabad,60,8749.74
Shatabdi Express,12051,2021,6,Sugarcane Juice,Amritsar,82,5702.44
Shatabdi Express,82355,2022,1,Tea,Shimla,59,8271.63
Duronto Express,82355,2021,6,Ice Cream,Bhubaneswar,54,5148.09
Jan Shatabdi Express,82355,2021,11,Tea,Bangalore,96,7726.71
Sampark Kranti,82355,2022,7,Jhalmuri,Pune,42,3302.13
Tejas Express,22119,2021,4,Shikanji,Amritsar,28,8012.46
Vande Bharat Express,12301,2021,8,Sugarcane Juice,Nagpur,22,4032.62
Sampark Kranti,12051,2021,8,Sugarcane Juice,Amritsar,87,5545.27
Vande Bharat Express,12301,2021,7,Thukpa,Pune,31,1859.08
Suvidha Express,12001,2023,11,Chilled Water,Chennai,29,9025.97
Vande Bharat Express,12051,2022,2,Coffee,Kochi,14,6918.17
Garib Rath,22119,2023,6,Chai,Nagpur,93,8433.23
Shatabdi Express,12001,2021,6,Chilled Water,Pune,87,2166.92
Jan Shatabdi Express,12301,2022,12,Hot Chocolate,Kolkata,100,817.59
Rajdhani Express,12001,2021,12,Chai,Amritsar,99,3411.98
Duronto Express,12201,2022,7,Coffee,Mumbai,41,5139.58
Garib Rath,12001,2023,6,Aam Panna,Mumbai,39,7889.52
Vande Bharat Express,12051,2022,2,Shikanji,Ahmedabad,100,3994.51
Humsafar Express,82355,2021,8,Chilled Water,Bangalore,35,2764.64
Jan Shatabdi Express,82355,2022,4,Momo,Bangalore,91,3752.12
Garib Rath,22439,2022,9,Juice,Kochi,96,6938.85
Duronto Express,12301,2023,8,Hot Chocolate,Shimla,97,3402.44
Shatabdi Express,12201,2021,3,Samosa,Bhopal,13,9591.31
Jan Shatabdi Express,12051,2022,3,Momo,Kolkata,76,1850.39
Duronto Express,12051,2023,8,Momo,Bhopal,52,7415.22
Suvidha Express,12595,2022,2,Samosa,Bhubaneswar,39,5837.24
Suvidha Express,12917,2021,9,Soup,Raipur,25,2409.81
Duronto Express,12301,2022,4,Soup,Chandigarh,80,7420.2
Garib Rath,12051,2022,6,Aam Panna,Bhubaneswar,48,4474
Jan Shatabdi Express,12909,2022,3,Coffee,Chennai,95,6734.7
Garib Rath,12051,2022,3,Jhalmuri,Mumbai,50,6540.82
Tejas Express,12595,2021,3,Vada Pav,Kochi,40,1231.11
Vande Bharat Express,12001,2023,11,Lemonade,Amritsar,58,8251.57
Tejas Express,22119,2023,10,Tea,Bhopal,22,6725.81
Suvidha Express,22119,2022,12,Jhalmuri,Ahmedabad,50,7679.84
Shatabdi Express,12909,2021,12,Thukpa,Guwahati,37,4476.18
Sampark Kranti,12909,2021,2,Shikanji,Bangalore,73,2043.7
Vande Bharat Express,22439,2021,8,Hot Chocolate,Amritsar,28,3306.14
Suvidha Express,22119,2021,9,Chai,Mumbai,96,8843.42
Garib Rath,12001,2021,8,Jhalmuri,Kochi,81,9195.24
